datetime,val
2020-03-16 20:19:26,18.9375
2020-03-16 20:23:24,18.9375
2020-03-16 20:27:22,19.0
2020-03-16 20:31:20,19.0
2020-03-16 20:35:18,19.0625
2020-03-16 20:39:16,19.125
2020-03-16 20:43:14,19.1875
2020-03-16 20:47:12,18.625
2020-03-16 20:51:10,15.8125
2020-03-16 20:55:07,14.4375
2020-03-16 20:59:04,14.5625
2020-03-16 21:03:02,13.625
2020-03-16 21:06:59,14.125
2020-03-16 21:10:58,13.875
2020-03-16 21:14:56,13.875
2020-03-16 21:18:54,12.875
2020-03-16 21:22:52,12.625
2020-03-16 21:26:49,12.5625
2020-03-16 21:30:47,13.9375
2020-03-16 21:34:44,14.3125
2020-03-16 21:38:42,14.8125
2020-03-16 21:42:40,14.8125
2020-03-16 21:46:38,14.9375
2020-03-16 21:50:35,15.0
2020-03-16 21:54:34,15.0
2020-03-16 21:58:32,15.0
2020-03-16 22:02:30,15.0625
2020-03-16 22:06:28,15.0625
2020-03-16 22:10:26,14.6875
2020-03-16 22:14:24,14.6875
2020-03-16 22:18:20,14.6875
2020-03-16 22:22:17,14.5
2020-03-16 22:26:16,14.8125
2020-03-16 22:30:14,14.5625
2020-03-16 22:34:09,14.1875
2020-03-16 22:38:08,14.0625
2020-03-16 22:42:06,14.0
2020-03-16 22:50:00,14.0625
2020-03-16 22:46:04,14.0
2020-03-16 22:54:01,14.125
2020-03-16 22:57:59,14.0
2020-03-16 23:01:56,13.8125
2020-03-16 23:05:57,12.75
2020-03-16 23:09:55,12.75
2020-03-16 23:13:52,12.875
2020-03-16 23:17:51,13.375
2020-03-16 23:21:48,13.1875
2020-03-16 23:25:47,13.0625
2020-03-16 23:29:45,12.875
2020-03-16 23:33:42,12.0625
2020-03-16 23:41:37,10.75
2020-03-16 23:37:39,11.375
2020-03-16 23:45:37,10.25
2020-03-16 23:49:35,9.875
2020-03-16 23:53:32,9.5625
2020-03-16 23:57:30,9.1875
2020-03-17 00:01:28,9.0
2020-03-17 00:05:26,8.875
2020-03-17 00:09:23,8.6875
2020-03-17 00:13:21,8.625
2020-03-17 00:17:19,8.5625
2020-03-17 00:21:17,8.5625
2020-03-17 00:25:15,8.5
2020-03-17 00:29:11,8.25
2020-03-17 00:33:10,8.1875
2020-03-17 00:37:08,8.1875
2020-03-17 00:41:06,8.125
2020-03-17 00:45:03,8.0625
2020-03-17 00:49:01,8.0625
2020-03-17 00:52:59,7.9375
2020-03-17 00:56:57,7.8125
2020-03-17 01:00:55,7.75
2020-03-17 01:04:53,7.6875
2020-03-17 01:08:50,7.6875
2020-03-17 01:12:50,7.6875
2020-03-17 01:16:48,7.625
2020-03-17 01:20:46,7.625
2020-03-17 01:24:43,7.5625
2020-03-17 01:28:42,7.5625
2020-03-17 01:32:38,7.5625
2020-03-17 01:36:37,7.625
2020-03-17 01:40:35,7.625
2020-03-17 01:44:33,7.75
2020-03-17 01:48:30,7.75
2020-03-17 01:52:27,7.75
2020-03-17 01:56:26,7.8125
2020-03-17 02:00:23,7.75
2020-03-17 02:04:21,7.75
2020-03-17 02:08:19,7.75
2020-03-17 02:12:15,7.75
2020-03-17 02:16:14,7.75
2020-03-17 02:20:12,7.75
2020-03-17 04:26:30,7.6875
2020-03-17 02:24:12,7.75
2020-03-17 02:28:08,7.75
2020-03-17 02:32:05,7.8125
2020-03-17 02:36:01,7.75
2020-03-17 02:39:58,7.75
2020-03-17 02:43:55,7.75
2020-03-17 02:47:51,7.75
2020-03-17 02:51:48,7.8125
2020-03-17 02:55:45,7.75
2020-03-17 02:59:41,7.75
2020-03-17 03:03:38,7.75
2020-03-17 03:07:35,7.75
2020-03-17 03:11:32,7.75
2020-03-17 03:15:29,7.75
2020-03-17 03:19:25,7.75
2020-03-17 03:23:22,7.8125
2020-03-17 03:27:19,7.75
2020-03-17 03:31:16,7.75
2020-03-17 03:35:12,7.75
2020-03-17 03:39:09,7.75
2020-03-17 03:43:06,7.75
2020-03-17 03:47:02,7.75
2020-03-17 03:50:59,7.75
2020-03-17 03:54:56,7.75
2020-03-17 03:58:53,7.6875
2020-03-17 04:02:49,7.6875
2020-03-17 04:06:46,7.6875
2020-03-17 04:10:43,7.6875
2020-03-17 04:14:40,7.75
2020-03-17 04:18:36,7.6875
2020-03-17 04:22:33,7.6875
2020-03-17 04:58:13,7.5
2020-03-17 04:54:18,7.5625
2020-03-17 05:02:13,7.5
2020-03-17 05:06:10,7.5
2020-03-17 05:10:08,7.5
2020-03-17 05:14:06,7.5
2020-03-17 05:18:03,7.375
2020-03-17 05:22:02,7.4375
2020-03-17 05:25:59,7.375
2020-03-17 05:29:57,7.375
2020-03-17 05:33:55,7.375
2020-03-17 05:37:52,7.375
2020-03-17 05:41:49,7.375
2020-03-17 05:45:48,7.4375
2020-03-17 05:49:45,7.375
2020-03-17 05:53:42,7.375
2020-03-17 05:57:41,7.375
2020-03-17 06:01:39,7.375
2020-03-17 06:05:36,7.375
2020-03-17 06:09:34,7.3125
2020-03-17 06:13:32,7.375
2020-03-17 06:17:30,7.375
2020-03-17 06:21:28,7.3125
2020-03-17 06:25:25,7.3125
2020-03-17 06:29:23,7.3125
2020-03-17 06:33:21,7.375
2020-03-17 06:37:18,7.375
2020-03-17 06:41:15,7.3125
2020-03-17 06:45:13,7.3125
2020-03-17 06:49:11,7.3125
2020-03-17 06:53:09,7.3125
2020-03-17 06:57:06,7.3125
2020-03-17 07:01:03,7.3125
2020-03-17 07:05:02,7.25
2020-03-17 07:09:00,7.25
2020-03-17 07:16:54,7.3125
2020-03-17 07:12:57,7.25
2020-03-17 07:20:54,7.25
2020-03-17 07:24:52,7.25
2020-03-17 07:28:48,7.25
2020-03-17 07:32:47,7.25
2020-03-17 07:36:45,7.3125
2020-03-17 07:40:43,7.3125
2020-03-17 07:44:40,7.3125
2020-03-17 07:48:38,7.3125
2020-03-17 07:52:36,7.25
2020-03-17 07:56:34,7.25
2020-03-17 08:00:31,7.1875
2020-03-17 08:04:29,7.1875
2020-03-17 08:08:26,7.25
2020-03-17 08:12:25,7.25
2020-03-17 08:16:23,7.1875
2020-03-17 08:20:19,7.1875
2020-03-17 08:24:18,7.125
2020-03-17 08:28:16,7.125
2020-03-17 08:32:14,7.125
2020-03-17 08:36:14,7.0625
2020-03-17 08:40:12,7.0625
2020-03-17 08:44:10,7.0
2020-03-17 08:48:08,7.0
2020-03-17 08:52:06,7.0
2020-03-17 08:56:04,7.0
2020-03-17 09:00:02,7.0
2020-03-17 09:04:00,7.0
2020-03-17 09:07:57,7.0
2020-03-17 09:11:55,7.0
2020-03-17 09:15:53,7.0
2020-03-17 09:19:51,7.0
2020-03-17 09:23:49,7.0625
2020-03-17 09:27:46,7.0625
2020-03-17 09:31:45,7.0625
2020-03-17 09:35:42,7.0
2020-03-17 09:39:39,7.0
2020-03-17 09:43:38,6.9375
2020-03-17 09:47:36,6.875
2020-03-17 09:51:34,6.875
2020-03-17 09:55:32,6.9375
2020-03-17 09:59:29,6.8125
2020-03-17 10:03:27,6.9375
2020-03-17 10:07:25,6.875
2020-03-17 10:11:23,7.0
2020-03-17 10:15:21,7.125
2020-03-17 10:19:18,7.125
2020-03-17 10:23:17,7.1875
2020-03-17 10:27:14,7.1875
2020-03-17 10:31:12,7.1875
2020-03-17 10:35:10,7.1875
2020-03-17 10:39:08,7.25
2020-03-17 10:43:05,7.25
2020-03-17 10:51:00,7.3125
2020-03-17 10:47:03,7.25
2020-03-17 10:55:01,7.25
2020-03-17 10:58:59,7.1875
2020-03-17 11:02:56,7.1875
2020-03-17 11:06:54,7.1875
2020-03-17 11:10:51,7.3125
2020-03-17 11:14:50,7.375
2020-03-17 11:18:47,7.375
2020-03-17 11:22:46,7.375
2020-03-17 11:26:44,7.4375
2020-03-17 11:30:42,7.4375
2020-03-17 11:34:40,7.4375
2020-03-17 11:38:38,7.4375
2020-03-17 11:42:35,7.375
2020-03-17 11:46:31,7.375
2020-03-17 11:50:32,7.375
2020-03-17 11:54:30,7.4375
2020-03-17 17:02:17,6.625
2020-03-17 11:58:29,7.4375
2020-03-17 12:02:26,7.4375
2020-03-17 12:06:23,7.4375
2020-03-17 12:10:19,7.5
2020-03-17 12:14:16,7.5625
2020-03-17 12:18:13,7.5625
2020-03-17 12:22:10,7.5625
2020-03-17 12:26:06,7.625
2020-03-17 12:30:03,7.6875
2020-03-17 12:34:00,7.625
2020-03-17 12:37:57,7.5625
2020-03-17 12:41:53,7.5625
2020-03-17 12:45:50,7.625
2020-03-17 12:49:47,7.625
2020-03-17 12:53:44,7.625
2020-03-17 12:57:40,7.625
2020-03-17 13:01:37,7.625
2020-03-17 13:05:34,7.625
2020-03-17 13:09:31,7.625
2020-03-17 13:13:27,7.625
2020-03-17 13:17:24,7.625
2020-03-17 13:21:21,7.5625
2020-03-17 13:25:18,7.625
2020-03-17 13:29:14,7.625
2020-03-17 13:33:11,7.5625
2020-03-17 13:37:08,7.5625
2020-03-17 13:41:04,7.625
2020-03-17 13:45:01,7.625
2020-03-17 13:48:58,7.625
2020-03-17 13:52:55,7.75
2020-03-17 13:56:51,7.8125
2020-03-17 14:00:48,7.8125
2020-03-17 14:04:45,7.6875
2020-03-17 14:08:41,7.6875
2020-03-17 14:12:38,7.75
2020-03-17 14:16:35,7.8125
2020-03-17 14:20:32,7.8125
2020-03-17 14:24:28,7.8125
2020-03-17 14:28:25,7.875
2020-03-17 14:32:22,7.875
2020-03-17 14:36:18,7.9375
2020-03-17 14:40:15,7.9375
2020-03-17 14:44:12,7.9375
2020-03-17 14:48:08,7.9375
2020-03-17 14:52:05,7.9375
2020-03-17 14:56:02,7.875
2020-03-17 14:59:58,7.875
2020-03-17 15:03:55,7.9375
2020-03-17 15:07:52,8.0
2020-03-17 15:11:49,7.9375
2020-03-17 15:15:45,8.0
2020-03-17 15:19:42,8.0
2020-03-17 15:23:39,8.0
2020-03-17 15:27:36,7.9375
2020-03-17 15:31:32,7.8125
2020-03-17 15:35:29,7.75
2020-03-17 15:39:26,7.625
2020-03-17 15:43:23,7.5625
2020-03-17 15:47:19,7.5
2020-03-17 15:51:16,7.5625
2020-03-17 15:55:13,7.6875
2020-03-17 15:59:10,7.8125
2020-03-17 16:03:07,7.6875
2020-03-17 16:07:03,7.5625
2020-03-17 16:11:00,7.5625
2020-03-17 16:14:56,7.625
2020-03-17 16:18:53,7.375
2020-03-17 16:22:50,7.0625
2020-03-17 16:26:47,6.875
2020-03-17 16:30:43,6.875
2020-03-17 16:34:40,6.8125
2020-03-17 16:38:36,6.8125
2020-03-17 16:42:33,6.8125
2020-03-17 16:46:30,6.75
2020-03-17 16:50:27,6.8125
2020-03-17 16:54:23,6.875
2020-03-17 16:58:20,6.6875
2020-03-17 18:18:20,6.6875
2020-03-17 18:14:25,6.625
2020-03-17 18:22:20,6.75
2020-03-17 18:26:18,6.8125
2020-03-17 18:30:16,6.8125
2020-03-17 18:34:14,6.875
2020-03-17 18:38:12,6.9375
2020-03-17 18:42:10,7.125
2020-03-17 18:46:08,7.25
2020-03-17 18:50:06,7.5
2020-03-17 18:54:04,7.625
2020-03-17 18:58:01,7.75
2020-03-17 19:01:59,7.9375
2020-03-17 19:09:53,8.3125
2020-03-17 19:05:57,8.125
2020-03-17 19:13:54,8.5
2020-03-17 19:17:52,8.6875
2020-03-17 19:21:52,8.3125
2020-03-17 19:25:51,8.5625
2020-03-17 19:29:49,9.375
2020-03-17 19:37:43,10.875
2020-03-17 19:33:47,10.25
2020-03-17 19:41:44,10.9375
2020-03-17 19:45:41,11.125
2020-03-17 19:49:40,11.875
2020-03-17 19:53:37,11.9375
2020-03-17 19:57:38,11.75
2020-03-17 20:01:36,11.6875
2020-03-17 20:05:34,11.875
2020-03-17 20:09:32,12.3125
2020-03-17 20:13:30,12.5
2020-03-17 20:17:27,12.5625
2020-03-17 20:21:26,12.6875
2020-03-17 20:25:23,12.5625
2020-03-17 20:29:21,12.5625
2020-03-17 20:33:19,12.6875
